naive,tft,lstm,nbeats,deepar,tcn,transformer,arima,exponential_smoothing,theta,fft,real
160.03622641509435,159.96481819946843,140.2558581946815,160.9950241435999,296.79234526743227,114.39475479569565,147.33702138531433,167.45011945821415,153.30740870686196,160.09720102827012,202.63286930372425,149.33130948473908
149.33130948473908,143.7042511498723,131.38635002272926,137.31523888108606,291.0378297988061,124.38408976764487,108.57901037339293,154.50677913864823,144.4298623320088,149.39189691325046,181.91973525812003,170.31051752921536
170.31051752921536,162.92981412349434,138.65305412876612,148.30478283406518,287.2168993623617,146.97550122919333,130.68766231527326,176.68735015179425,171.12134771078047,170.3708035303485,162.296915241465,152.73245614035088
152.73245614035088,166.6814652034251,168.61556513488685,172.7150038979452,272.88356125768166,160.96692138363048,157.1815026106891,175.19251238399943,158.08082185009644,152.79237312408318,163.45656792352088,158.80390492359933
158.80390492359933,161.55763206658125,176.37145367219074,182.6524986549826,264.7305430270602,176.01082343294337,158.1521906576961,185.53865142336414,160.76005824354905,158.86347824041874,167.39000622839689,175.83833646028768
175.83833646028768,214.2797294939127,203.93016304199557,184.04086280605327,266.8609411320853,170.2954762473063,177.91869070160672,211.81849461567265,173.64187892125184,175.89763594305913,173.8759484855946,189.08053822152885
189.08053822152885,214.63117339396936,208.13446601238584,196.30268503076076,274.6210236869588,192.28069990248264,178.16031071420437,214.96762812926676,191.4208239138414,189.13961805105546,182.38649028704893,202.22844416162906
202.22844416162906,237.06392078710928,244.52390113620527,227.16869753189258,305.18377857964504,208.85686014154652,201.03194863012203,226.22390155283998,203.6761250243672,202.28735737913587,228.519477821605,211.63393421884885
211.63393421884885,230.55642053905447,224.9908188341833,250.18024218423997,309.8569314518132,213.7729519399065,201.04860991799305,227.44627281024432,211.7470255511345,211.6927187091885,236.2942315200435,213.64116930572473
213.64116930572473,229.13481718599996,219.74795415005775,242.29963243382159,316.17780219176956,210.85511248393357,175.4534740001073,223.55212977523072,215.0473041360572,213.6998334543648,243.1269975009547,209.8318999218139
209.8318999218139,219.70451503896618,202.96424704305224,208.38417789620195,320.01219332633997,222.63995890679658,191.06932740219167,215.624477888162,214.93674353391083,209.89042909239348,248.47366468149895,205.40796277145813
205.40796277145813,220.6982876476211,203.56917647665352,215.80297567915227,297.97044009001684,233.7386183421858,212.7905673486892,207.2945283911355,199.20307359283464,205.46633999791553,261.240575515725,227.63606710158436
227.63606710158436,263.3180350342143,271.41790888464925,259.20104843404465,325.36209422999923,245.16536660845685,246.5586081694678,226.79972800464108,220.86348101480286,227.69437955868898,261.57393339342036,255.17674661105318
255.17674661105318,254.3166903179367,281.09323334453364,245.99541042177825,324.3406441824362,262.87987856585914,261.71294332099035,248.48003346796125,250.61325113863103,255.23510214676128,259.6752951317056,188.27992277992277
188.27992277992277,174.66403123994107,161.81595475431018,162.65908599945362,294.03262331058016,170.69810422517642,152.90316591778137,186.55457537823398,188.84066501362642,188.33806149636774,254.59673396390983,187.31739847145212
187.31739847145212,184.4130470158696,185.5763713811212,188.70887148385484,271.39869975262076,203.86913964056595,171.23782856732856,178.8975629044526,192.6489685365497,187.37531527329213,247.37835829404972,197.10845722641972
197.10845722641972,227.6430242547244,186.19225030820434,185.42953960746448,261.99614162509334,215.03918201254453,172.43621955155507,193.67733571643856,199.29717954515547,197.16619196469716,238.54608390156574,202.99535330876463
202.99535330876463,214.26788042033095,186.54746048553525,197.4968681371079,281.8812057372156,216.3423145375218,175.2297847207118,201.0897187788345,201.02433453761617,203.05292977226807,228.59542206848383,223.00651411391348
223.00651411391348,245.46174886921605,210.02862336939725,182.57669445272793,288.35209099410116,225.01728594703548,193.644301596141,218.65423872203633,225.4855502064001,223.06400992428232,219.1069087390822,255.92137733142036
255.92137733142036,274.52897018786956,236.1881339446589,222.35978340929435,304.8962448865132,265.70227961596567,253.97723861554292,250.08079320206062,257.4873932604394,255.97891939959152,209.39933034009246,261.4985835694051
261.4985835694051,254.59533224035067,251.34787024004208,226.33867677846055,309.13366342543804,279.7372662951029,251.12320269138337,260.7828784883848,261.63284507935884,261.5561931728704,199.6514293430176,277.04374240583235
277.04374240583235,271.02333490263055,264.0260112766516,256.3947630524508,295.03902689169973,281.8087236697947,263.3140367257118,277.3000542152612,278.38266764344854,277.1014777025217,190.45263129403997,323.2929920477137
323.2929920477137,346.29698431265086,322.26842426712597,289.06180287420233,318.8575819707477,347.3861606928592,300.2638907488083,330.8248941492197,328.2786731567798,323.3510283849496,192.8386952584459,333.2871932515337
333.2871932515337,308.08503351354386,333.4635006969762,262.138337883644,353.4673145194933,334.51190883285506,333.9622694377403,336.0734541105125,327.47694780713766,333.34556729837817,186.2667945118926,328.19350018677625
328.19350018677625,316.2982404811017,332.29442553443573,280.8569232958077,362.47903787749607,328.9834254837447,347.6310877981635,324.02536449203467,321.8813784254334,328.25218950684115,181.0351651455883,341.6598110061145
341.6598110061145,345.71543848682575,326.22582720254604,320.3876581099715,368.46248088415615,336.5389646163666,347.4564075578119,345.83527299299914,336.24791704361456,341.71886370271295,147.9449816726007,339.9125599651112
339.9125599651112,329.6715074564384,315.3234016083944,306.6573668359902,387.59050800223827,336.6497060274384,338.66304840651003,334.93898718362635,340.43966894141084,339.9719670198716,150.55756902065508,364.1726800692318
