naive,tft,lstm,nbeats,deepar,tcn,transformer,arima,exponential_smoothing,theta,fft,real
160.03622641509435,112.56003326622795,198.84157288715198,190.52502041148804,288.2703129327426,184.01450915875682,226.9340429185395,282.006056887159,139.2877173198435,170.27993187052274,168.39959814029504,205.3818439269981
149.33130948473908,115.5084283214026,195.6707786722831,208.08206155474377,273.8071773953383,183.40869403522518,219.6753480699307,270.2606106135931,127.47685940535204,159.50997068476195,159.67511799634084,189.23627565493078
170.31051752921536,124.4327109122183,202.75807741956484,209.6982316688655,319.93580551048564,163.1496864929995,208.58177977875465,280.3778231655648,154.75424426851032,180.43861777619668,173.24292133540354,178.8584379358438
152.73245614035088,123.78319745591804,221.95022217607857,190.87242946128666,352.3369768445135,163.7572173339166,217.06922428452214,265.0474825041495,133.56505448790963,162.79846551537642,180.26226743376702,181.91463197291034
158.80390492359933,137.0324029560834,287.25864501989986,176.28757656190155,371.5217845079929,135.0558365867381,186.88361808258296,254.33210796951093,138.65133842256895,168.81223710977588,186.94901041601062,182.18977777777778
175.83833646028768,142.39207254689347,290.279315066147,162.08958519896024,387.57073194987873,149.2770451306719,180.61703683720285,247.9269849994372,158.58576308987654,185.80069180840664,193.06205535223796,193.84385165907614
189.08053822152885,149.20336016929878,266.1934849090576,112.20674384045266,369.88899473234136,167.77379824618856,149.9766679619284,232.8613752055589,174.57401082838484,199.00598238811787,198.42898551941406,180.39933571793563
202.22844416162906,197.53543199001817,224.55257727873462,122.0403599443523,475.77275550205667,182.73737293531278,150.70503451271364,224.46903406285205,188.94655467265758,212.12589727465257,153.94928717929096,255.84065244667505
211.63393421884885,232.48019162092012,228.93400029528138,93.42024499114474,426.6012634473908,150.64143943778728,133.49127338048382,214.87322977310245,201.53615375593688,221.50975185513028,155.99375762301915,271.99571447703227
213.64116930572473,211.39864897064302,208.80526257165445,98.93518410870908,484.6352177145459,148.89438626373092,148.28564214789856,205.8092443576424,203.29753556261903,223.49675112627236,158.46789958313207,287.57377049180326
209.8318999218139,195.6669158746884,199.75156756788758,122.07942125115312,477.45645860082004,136.15768515670666,169.81319201889315,196.8056403721986,198.63674611128027,219.66479095418998,161.36148410397138,276.0400860909335
205.40796277145813,196.34664183291667,196.92314216713905,128.9878428242945,469.5920543525989,165.48979376143345,187.15723814068417,190.0948590872179,192.29498399964442,215.21532566208853,188.90735727083316,298.0361784805038
227.63606710158436,209.73308369918473,186.80124476685774,162.81004631433615,664.5756275469092,142.90061838420596,174.73244416288298,203.4532196604146,220.46499419870023,237.43261506455454,192.4105357215097,309.9685039370079
255.17674661105318,242.22952356139422,178.48505728203125,148.7932695409595,751.0836664219088,194.95172693061588,165.04877091138317,222.08721174145643,252.8184613457596,264.98054499960716,195.71385769311354,313.9390374331551
188.27992277992277,246.03311381956297,177.6182723040962,144.73729201531407,614.0465207537303,151.9701907146787,200.56580389813251,182.65455783985502,176.0190382146721,198.04706052566772,198.9557072610941,330.61345496009125
187.31739847145212,200.6071764068232,192.3826243491759,139.79413287508086,780.2836250363355,177.2253949908712,207.44557399987775,183.15857947145443,173.89455517900302,197.0474186412085,201.93910500190685,269.06181277860327
197.10845722641972,175.341482058341,188.49476279785034,150.260465189582,801.9021402147307,191.6822728430629,205.38370984748113,195.0354985996214,184.7141802766425,206.80791747834581,204.5911874102692,216.5961199294533
202.99535330876463,162.6964922288464,204.38963103248898,183.78511820507794,-285.73605713310906,197.46515047043383,193.0102748344116,201.12386999894852,190.56306951541254,212.66821368356773,187.9488430102367,205.1988008835595
