naive,tft,lstm,nbeats,deepar,tcn,transformer,arima,exponential_smoothing,theta,fft,real
160.03622641509435,273.4537619664021,132.66048624301644,155.1426815036347,527.7174680574219,127.49027746789999,171.85844539976054,262.0181158918156,157.0721537590393,161.49961306043664,137.14960475080116,328.19350018677625
149.33130948473908,276.1270858960224,128.89750661691568,152.99147638209348,511.6255380940484,120.6638040048576,168.68499334638707,255.17369542663687,146.2092452377923,150.78540407938678,115.5756670623651,341.6598110061145
170.31051752921536,277.72732274517944,131.63055764369014,159.09932655226157,487.1868692022572,115.51119482695088,168.23982585215143,274.8728201078725,168.0881924522208,171.75738872588448,114.86586432613781,339.9125599651112
152.73245614035088,274.6602481292471,138.51774499072096,167.8866634413057,515.8192097631218,131.7800214481019,172.0485817775195,263.26802469565473,149.99425613599956,154.17045770491995,116.52573019706429,364.1726800692318
158.80390492359933,264.06157623315715,146.3239540813631,157.98800742712152,493.74474949313463,137.8327216269077,174.9102979765235,256.66909727248975,155.92496684267903,160.2336665876955,120.82015187396492,350.31314940881407
175.83833646028768,246.78951511783325,154.82712164790053,162.42524151444178,497.3992540243453,152.86783159523225,183.3802690167482,253.9052743300606,173.37368293165807,177.26152986463396,127.5486867151123,345.28690159574467
189.08053822152885,226.7003757784908,163.859738313885,178.4269888800843,461.7869648513145,162.29510871884946,200.64670176865994,239.67045797397702,187.00817697088618,190.49845864837545,136.2511337263888,299.6664425016812
202.22844416162906,208.75151560160168,173.72044700239636,189.2695276294393,473.5400480786734,173.47931341798352,217.3080168260577,231.9077809310981,200.33103124119927,203.64236586773995,183.39164487806102,199.05339805825247
211.63393421884885,195.44900192963487,183.91125588804996,202.04939974689748,455.7739804264648,181.18075265649483,220.35537049807692,221.69433339389283,210.19139405286936,213.04476519036612,190.52320830644638,197.1688608039319
213.64116930572473,187.50047336922654,193.66048957570973,226.84618593938177,425.44318133736715,195.04881973051525,221.29417368874778,211.17228980838914,212.16350731853302,215.04910954091497,196.89994101251028,181.4034791639621
209.8318999218139,185.1490534576484,201.11023550543777,245.94965505629636,432.27171921971205,185.21116117156114,219.43210974106464,200.18006183927764,208.23259230035424,211.23659869012596,202.09022452161057,177.2044255319149
205.40796277145813,187.7676894013066,206.3582176611941,252.00327131696937,439.98339832855396,200.2408484066612,220.6715586581088,191.42889902137657,203.53468020981833,206.80901467022673,217.94015765580414,183.2935606060606
227.63606710158436,194.3002594106898,210.22281004601226,278.58863279628525,443.36886394946436,219.18123407762073,221.6922440895611,205.7921970899098,226.61162775720894,229.03557367027523,217.4349639379691,168.36020151133502
255.17674661105318,203.57126828289665,213.11962284289814,313.4849653418273,419.70104091080316,226.90945986430972,222.90322449274012,226.19763187514943,254.8398482835817,256.5772888869736,215.40075429653143,179.00488826815644
188.27992277992277,209.83636406018334,203.32054267712564,295.59374467751326,454.9095873384175,169.52404255690902,184.36189231726544,179.56478381867967,186.52836862781288,189.6752290273492,210.96185546089905,193.51527377521617
187.31739847145212,221.84489822875045,190.56273084780653,293.6161863335926,437.3184821903527,174.8695586492444,205.95878716037325,179.413996212229,185.3998494490597,188.7074013658794,205.07418204509597,212.71796770848763
197.10845722641972,235.64508748244273,180.75239687117983,306.51278646907514,433.29269511426645,187.47640056766272,213.26837362542548,192.4453096857782,195.33784617735648,198.49409428094816,198.16731420067518,230.1826846703733
202.99535330876463,249.07104059283293,174.57423247206745,307.32103127474016,433.5044557073698,184.7249126452646,214.99664803734376,199.23396609869943,201.21931271957214,204.3771904307105,193.01060676858296,240.35658544354197
223.00651411391348,261.768938771443,172.98491236298807,284.66717278613163,435.1475601302429,203.03154276933765,218.42091600884063,215.90518530292834,221.854289535165,224.38642040141923,186.45137668497043,254.0531045751634
255.92137733142036,271.8482629793825,176.30540385645122,247.83536213879384,446.76567905097676,204.75698464694696,221.04313082777713,244.18593684883453,255.62549879414152,257.30239822861023,179.70987439845572,264.7561990081587
261.4985835694051,274.33696126397973,183.4092868230407,213.99156093425893,459.08392902636876,222.74788190905974,222.54212249634804,252.83493873316758,261.008688733769,262.8812159442857,172.9082610157618,256.9265870352973
277.04374240583235,280.3375715940426,192.75844118629269,196.47107201736696,472.66160076256807,223.3689031536578,224.28664712601048,264.9205043248818,277.28798777546876,278.4293948343313,166.50577388290253,269.12378577054346
