naive,tft,lstm,nbeats,deepar,tcn,transformer,arima,exponential_smoothing,theta,fft,real
160.03622641509435,170.1833951563864,177.61899951554005,175.2050364433564,167.84920989368294,182.2311950020927,211.23659311507976,282.006056887159,139.2877173198435,170.27993187052274,168.39959814029504,205.3818439269981
149.33130948473908,152.3773843873761,180.8435569605318,182.07617612856305,165.05585992788085,178.6734675477861,210.8449209733442,270.2606106135931,127.47685940535204,159.50997068476195,159.67511799634084,189.23627565493078
170.31051752921536,138.42857908661938,184.16445755609115,180.0300108676999,162.84712434919396,183.77293532497654,210.97521960093718,280.3778231655648,154.75424426851032,180.43861777619668,173.24292133540354,178.8584379358438
152.73245614035088,130.2042822044695,187.24206149547751,177.29479514178,165.87478946442567,204.7136064243056,210.6920581831488,265.0474825041495,133.56505448790963,162.79846551537642,180.26226743376702,181.91463197291034
158.80390492359933,129.69084097853536,189.9490573361345,186.12747968681487,169.15120612667707,210.92585415494034,210.60619322634537,254.33210796951093,138.65133842256895,168.81223710977588,186.94901041601062,182.18977777777778
175.83833646028768,138.28027918576134,191.78478401936377,169.99043300444652,173.71488747181718,214.50803056824506,210.6203467473848,247.9269849994372,158.58576308987654,185.80069180840664,193.06205535223796,193.84385165907614
189.08053822152885,156.5927793159386,195.61120075843934,168.01620973693807,182.81696994878442,218.90370457330536,210.50816314019463,232.8613752055589,174.57401082838484,199.00598238811787,198.42898551941406,180.39933571793563
202.22844416162906,191.45260247253904,200.8954215930952,154.138377034685,200.95053807481685,214.92963726901718,210.59186893823122,224.46903406285205,188.94655467265758,212.12589727465257,153.94928717929096,255.84065244667505
211.63393421884885,220.13377544892964,205.49949775633326,142.1516896873557,194.9913035685515,209.71275554175813,210.50040912265771,214.87322977310245,201.53615375593688,221.50975185513028,155.99375762301915,271.99571447703227
213.64116930572473,232.2478489277265,209.12908072282548,149.1829912993942,197.32126596234178,205.70718710229394,210.3641855253673,205.8092443576424,203.29753556261903,223.49675112627236,158.46789958313207,287.57377049180326
209.8318999218139,241.62477478053935,212.52738323126889,145.5379276409438,202.09822662032624,200.16198979483016,210.187124532943,196.8056403721986,198.63674611128027,219.66479095418998,161.36148410397138,276.0400860909335
205.40796277145813,247.81012662885368,215.4526284237315,142.47728584179677,197.77034948714785,197.86437042024778,210.00049476521264,190.0948590872179,192.29498399964442,215.21532566208853,188.90735727083316,298.0361784805038
227.63606710158436,251.17664760677744,217.3310011091429,139.44701107352176,188.53481087405567,204.13957939727408,209.85900442840807,203.4532196604146,220.46499419870023,237.43261506455454,192.4105357215097,309.9685039370079
255.17674661105318,250.52355588009786,218.26659319599102,146.35784957253136,181.84036172755904,191.634293222518,209.6706225533905,222.08721174145643,252.8184613457596,264.98054499960716,195.71385769311354,313.9390374331551
188.27992277992277,242.20238973786408,216.43883539125764,150.21151455901753,173.73983831031993,172.1070941658984,210.5802796905248,182.65455783985502,176.0190382146721,198.04706052566772,198.9557072610941,330.61345496009125
187.31739847145212,225.57226994334326,218.6370566527791,161.05101496689667,160.43485846715632,174.8779537879427,210.26785248075012,183.15857947145443,173.89455517900302,197.0474186412085,201.93910500190685,269.06181277860327
197.10845722641972,205.20557785058512,221.59081480308413,165.4881758829098,153.29861163433145,187.2470330589223,210.0909507968479,195.0354985996214,184.7141802766425,206.80791747834581,204.5911874102692,216.5961199294533
202.99535330876463,186.2388464215922,224.51738158183863,167.03296324718272,148.0740585192147,188.49734812387277,210.30265975739115,201.12386999894852,190.56306951541254,212.66821368356773,187.9488430102367,205.1988008835595
223.00651411391348,171.93513172992436,226.96641026735068,171.43106161848777,147.12499118661142,203.66110621999317,210.2636269570102,215.42780982974543,214.9409440026224,232.66585991045034,191.66254317162637,204.42112389979692
255.92137733142036,163.7277024721324,227.93685042255848,166.34580366616504,147.5801219376436,202.47910603555724,209.9793885390458,239.80819674409975,253.85023025484196,265.5885265494232,194.99800280230517,184.25448376151235
261.4985835694051,162.43144979780206,227.73206648067162,167.18064067275623,150.9998291570508,207.0616888886298,209.43730497447635,247.28590957632053,258.069320076073,271.1770106870598,197.93515125769335,194.57627118644066
277.04374240583235,169.38470242402826,226.7731253292669,166.70946130055353,152.70414691532665,210.1747604907058,209.24247413613998,257.95044154902894,278.75346135206934,286.74331079000825,200.37415109500748,192.247311827957
323.2929920477137,186.7370814538034,224.4989298648382,163.52111683798677,163.2788275228601,201.8278060875275,209.3081205107658,288.1345621392367,333.3417914904312,333.0432116498975,208.45652482717463,192.83359746434232
333.2871932515337,216.8189868315759,222.13950740839567,160.91445592852662,171.165431172717,209.34327173384455,209.53258142441285,289.75589318910556,344.3008882179908,343.0940578466395,209.33315003780265,197.64136191677179
328.19350018677625,265.94381768189476,219.132688516504,151.28972088627089,188.33896231022018,213.2486957303169,209.64374359882754,284.59221583886136,339.435349788622,338.0532931360144,209.60570176694327,239.68833048283122
341.6598110061145,307.08279567269784,215.91087324580252,147.9430043642871,183.69360928631642,220.04621607103311,209.6886574368691,296.14570848940446,356.4537692705518,351.5806973985322,187.32440497411736,241.26963409192325
339.9125599651112,319.3647806768834,212.7681935518543,142.98809461337626,186.5188459801221,213.3802119930581,209.71549385523673,292.282420402369,353.9315363742728,349.8929406690057,192.92863891370362,251.95085588072888
364.1726800692318,328.37541843118305,209.46930920066254,144.25781564960528,187.0307588028842,217.78004952087676,209.8761117393158,311.61599824546846,383.60379813831725,374.2274977569133,198.13032054017748,283.85944751381214
